ImageId,ClassId,EncodedPixels,ImageId_ClassId
small111.jpg,2,5663 1 5763 1 5863 2 5963 3 6064 1 6162 1 6260 3 6359 4 6458 5 6558 6 6657 4 15663 1 15763 1 15863 2 15963 3 16064 1 16162 1 16260 3 16359 4 16458 5 16558 6 16657 4 25663 1 25763 1 25863 2 25963 3 26064 1 26162 1 26260 3 26359 4 26458 5 26558 6 26657 4,small111.jpg_2
small112.jpg,1,3242 4 3340 1 3347 3 3363 1 3366 2 3438 1 3451 10 3471 3 3574 1 3637 1 3675 1 3775 1 3836 1 3876 1 3936 1 3976 1 4036 1 4076 1 4137 1 4176 1 4237 1 4276 2 4337 1 4377 1 4437 1 4477 2 4537 1 4577 2 4637 1 4677 2 4737 2 4777 1 4837 2 4877 1 4937 2 4977 2 5037 1 5077 2 5137 1 5177 2 5237 1 5276 1 5278 1 5337 2 5376 1 5438 1 5476 2 5538 1 5576 1 5638 1 5738 1 5775 1 5838 1 5875 1 5937 2 6037 2 6074 1 6137 2 6174 1 6237 1 6372 1 6470 1 6566 4 6658 7 6738 1 6752 5 6849 2 6941 1 6947 1 13242 4 13340 1 13347 3 13363 1 13366 2 13438 1 13451 10 13471 3 13574 1 13637 1 13675 1 13775 1 13836 1 13876 1 13936 1 13976 1 14036 1 14076 1 14137 1 14176 1 14237 1 14276 2 14337 1 14377 1 14437 1 14477 2 14537 1 14577 2 14637 1 14677 2 14737 2 14777 1 14837 2 14877 1 14937 2 14977 2 15037 1 15077 2 15137 1 15177 2 15237 1 15276 1 15278 1 15337 2 15376 1 15438 1 15476 2 15538 1 15576 1 15638 1 15738 1 15775 1 15838 1 15875 1 15937 2 16037 2 16074 1 16137 2 16174 1 16237 1 16372 1 16470 1 16566 4 16658 7 16738 1 16752 5 16849 2 16941 1 16947 1 23242 4 23340 1 23347 3 23363 1 23366 2 23438 1 23451 10 23471 3 23574 1 23637 1 23675 1 23775 1 23836 1 23876 1 23936 1 23976 1 24036 1 24076 1 24137 1 24176 1 24237 1 24276 2 24337 1 24377 1 24437 1 24477 2 24537 1 24577 2 24637 1 24677 2 24737 2 24777 1 24837 2 24877 1 24937 2 24977 2 25037 1 25077 2 25137 1 25177 2 25237 1 25276 1 25278 1 25337 2 25376 1 25438 1 25476 2 25538 1 25576 1 25638 1 25738 1 25775 1 25838 1 25875 1 25937 2 26037 2 26074 1 26137 2 26174 1 26237 1 26372 1 26470 1 26566 4 26658 7 26738 1 26752 5 26849 2 26941 1 26947 1,small112.jpg_1
small112.jpg,2,6262 1 6361 1 6363 1 6460 5 6559 5 16262 1 16361 1 16363 1 16460 5 16559 5 26262 1 26361 1 26363 1 26460 5 26559 5,small112.jpg_2
small113.jpg,1,3241 6 3339 2 3348 3 3438 1 3451 19 3472 2 3537 1 3574 2 3636 1 3675 1 3736 1 3776 1 3876 1 4077 1 4177 1 4277 1 4377 2 4477 2 4537 1 4577 2 4637 1 4677 2 4736 2 4777 2 4835 3 4877 2 4935 2 4977 1 5035 2 5077 1 5135 2 5177 1 5236 1 5277 1 5336 1 5376 2 5436 2 5476 1 5536 2 5576 1 5637 1 5737 1 5775 1 5837 1 5875 1 5937 1 5974 1 6037 1 6074 1 6137 1 6237 1 6273 1 6337 1 6372 1 6437 1 6470 1 6537 1 6562 7 6658 6 6738 1 6752 5 6839 1 6849 2 6947 2 13241 6 13339 2 13348 3 13438 1 13451 19 13472 2 13537 1 13574 2 13636 1 13675 1 13736 1 13776 1 13876 1 14077 1 14177 1 14277 1 14377 2 14477 2 14537 1 14577 2 14637 1 14677 2 14736 2 14777 2 14835 3 14877 2 14935 2 14977 1 15035 2 15077 1 15135 2 15177 1 15236 1 15277 1 15336 1 15376 2 15436 2 15476 1 15536 2 15576 1 15637 1 15737 1 15775 1 15837 1 15875 1 15937 1 15974 1 16037 1 16074 1 16137 1 16237 1 16273 1 16337 1 16372 1 16437 1 16470 1 16537 1 16562 7 16658 6 16738 1 16752 5 16839 1 16849 2 16947 2 23241 6 23339 2 23348 3 23438 1 23451 19 23472 2 23537 1 23574 2 23636 1 23675 1 23736 1 23776 1 23876 1 24077 1 24177 1 24277 1 24377 2 24477 2 24537 1 24577 2 24637 1 24677 2 24736 2 24777 2 24835 3 24877 2 24935 2 24977 1 25035 2 25077 1 25135 2 25177 1 25236 1 25277 1 25336 1 25376 2 25436 2 25476 1 25536 2 25576 1 25637 1 25737 1 25775 1 25837 1 25875 1 25937 1 25974 1 26037 1 26074 1 26137 1 26237 1 26273 1 26337 1 26372 1 26437 1 26470 1 26537 1 26562 7 26658 6 26738 1 26752 5 26839 1 26849 2 26947 2,small113.jpg_1
small113.jpg,2,6263 1 6361 1 6363 2 6461 5 16263 1 16361 1 16363 2 16461 5 26263 1 26361 1 26363 2 26461 5,small113.jpg_2
small114.jpg,1,3242 5 3340 1 3347 4 3369 3 3438 1 3451 17 3473 1 3537 1 3574 2 3636 1 3675 1 3736 1 3776 1 3876 1 3977 1 4077 1 4135 1 4177 1 4235 2 4277 1 4335 2 4377 2 4435 2 4477 2 4535 2 4577 2 4634 2 4677 2 4734 2 4777 2 4834 2 4877 2 4933 2 4977 2 5033 2 5077 2 5133 2 5177 2 5233 2 5277 1 5334 1 5377 1 5434 2 5476 1 5534 3 5576 1 5635 2 5675 1 5735 2 5775 1 5836 2 5936 2 5974 1 6036 2 6074 1 6136 2 6173 1 6236 1 6273 1 6336 1 6372 1 6436 1 6471 1 6561 9 6637 1 6658 8 6753 3 6848 3 6940 1 6946 1 13242 5 13340 1 13347 4 13369 3 13438 1 13451 17 13473 1 13537 1 13574 2 13636 1 13675 1 13736 1 13776 1 13876 1 13977 1 14077 1 14135 1 14177 1 14235 2 14277 1 14335 2 14377 2 14435 2 14477 2 14535 2 14577 2 14634 2 14677 2 14734 2 14777 2 14834 2 14877 2 14933 2 14977 2 15033 2 15077 2 15133 2 15177 2 15233 2 15277 1 15334 1 15377 1 15434 2 15476 1 15534 3 15576 1 15635 2 15675 1 15735 2 15775 1 15836 2 15936 2 15974 1 16036 2 16074 1 16136 2 16173 1 16236 1 16273 1 16336 1 16372 1 16436 1 16471 1 16561 9 16637 1 16658 8 16753 3 16848 3 16940 1 16946 1 23242 5 23340 1 23347 4 23369 3 23438 1 23451 17 23473 1 23537 1 23574 2 23636 1 23675 1 23736 1 23776 1 23876 1 23977 1 24077 1 24135 1 24177 1 24235 2 24277 1 24335 2 24377 2 24435 2 24477 2 24535 2 24577 2 24634 2 24677 2 24734 2 24777 2 24834 2 24877 2 24933 2 24977 2 25033 2 25077 2 25133 2 25177 2 25233 2 25277 1 25334 1 25377 1 25434 2 25476 1 25534 3 25576 1 25635 2 25675 1 25735 2 25775 1 25836 2 25936 2 25974 1 26036 2 26074 1 26136 2 26173 1 26236 1 26273 1 26336 1 26372 1 26436 1 26471 1 26561 9 26637 1 26658 8 26753 3 26848 3 26940 1 26946 1,small114.jpg_1
small114.jpg,2,6360 5 6459 8 6560 1 16360 5 16459 8 16560 1 26360 5 26459 8 26560 1,small114.jpg_2
small115.jpg,1,3242 4 3340 1 3347 3 3370 3 3439 1 3450 4 3464 4 3473 2 3538 1 3556 7 3575 1 3637 1 3675 1 3736 1 3776 1 3835 1 3877 1 3935 1 3977 1 4035 1 4077 1 4135 1 4178 1 4235 1 4278 1 4378 1 4434 1 4478 2 4534 1 4577 2 4633 1 4678 2 4733 1 4777 3 4877 3 4932 1 4977 2 5032 1 5077 2 5132 1 5177 2 5232 1 5277 1 5332 1 5377 1 5533 1 5576 1 5633 1 5676 1 5734 1 5835 1 5875 1 5935 1 5975 1 6035 1 6074 1 6135 2 6174 1 6235 2 6273 1 6335 2 6372 1 6436 1 6469 1 6536 1 6559 9 6637 1 6655 2 6752 2 6839 1 6847 5 6941 7 13242 4 13340 1 13347 3 13370 3 13439 1 13450 4 13464 4 13473 2 13538 1 13556 7 13575 1 13637 1 13675 1 13736 1 13776 1 13835 1 13877 1 13935 1 13977 1 14035 1 14077 1 14135 1 14178 1 14235 1 14278 1 14378 1 14434 1 14478 2 14534 1 14577 2 14633 1 14678 2 14733 1 14777 3 14877 3 14932 1 14977 2 15032 1 15077 2 15132 1 15177 2 15232 1 15277 1 15332 1 15377 1 15533 1 15576 1 15633 1 15676 1 15734 1 15835 1 15875 1 15935 1 15975 1 16035 1 16074 1 16135 2 16174 1 16235 2 16273 1 16335 2 16372 1 16436 1 16469 1 16536 1 16559 9 16637 1 16655 2 16752 2 16839 1 16847 5 16941 7 23242 4 23340 1 23347 3 23370 3 23439 1 23450 4 23464 4 23473 2 23538 1 23556 7 23575 1 23637 1 23675 1 23736 1 23776 1 23835 1 23877 1 23935 1 23977 1 24035 1 24077 1 24135 1 24178 1 24235 1 24278 1 24378 1 24434 1 24478 2 24534 1 24577 2 24633 1 24678 2 24733 1 24777 3 24877 3 24932 1 24977 2 25032 1 25077 2 25132 1 25177 2 25232 1 25277 1 25332 1 25377 1 25533 1 25576 1 25633 1 25676 1 25734 1 25835 1 25875 1 25935 1 25975 1 26035 1 26074 1 26135 2 26174 1 26235 2 26273 1 26335 2 26372 1 26436 1 26469 1 26536 1 26559 9 26637 1 26655 2 26752 2 26839 1 26847 5 26941 7,small115.jpg_1
small115.jpg,2,6360 2 6363 3 6459 5 6465 2 16360 2 16363 3 16459 5 16465 2 26360 2 26363 3 26459 5 26465 2,small115.jpg_2
small116.jpg,1,3342 5 3368 5 3440 1 3448 4 3463 4 3473 2 3538 1 3553 10 3575 1 3676 1 3776 1 3836 1 3877 1 3935 1 3977 1 4035 1 4134 1 4178 1 4234 1 4278 1 4378 1 4433 1 4478 1 4578 1 4632 1 4678 1 4731 1 4778 1 4831 1 4878 1 4978 1 5277 1 5377 1 5531 1 5576 1 5632 1 5676 1 5732 1 5833 1 5875 1 5934 1 5975 1 6034 1 6074 1 6272 1 6371 1 6463 1 6465 1 6467 3 6558 3 6565 1 6655 1 6750 2 6840 1 6846 3 13342 5 13368 5 13440 1 13448 4 13463 4 13473 2 13538 1 13553 10 13575 1 13676 1 13776 1 13836 1 13877 1 13935 1 13977 1 14035 1 14134 1 14178 1 14234 1 14278 1 14378 1 14433 1 14478 1 14578 1 14632 1 14678 1 14731 1 14778 1 14831 1 14878 1 14978 1 15277 1 15377 1 15531 1 15576 1 15632 1 15676 1 15732 1 15833 1 15875 1 15934 1 15975 1 16034 1 16074 1 16272 1 16371 1 16463 1 16465 1 16467 3 16558 3 16565 1 16655 1 16750 2 16840 1 16846 3 23342 5 23368 5 23440 1 23448 4 23463 4 23473 2 23538 1 23553 10 23575 1 23676 1 23776 1 23836 1 23877 1 23935 1 23977 1 24035 1 24134 1 24178 1 24234 1 24278 1 24378 1 24433 1 24478 1 24578 1 24632 1 24678 1 24731 1 24778 1 24831 1 24878 1 24978 1 25277 1 25377 1 25531 1 25576 1 25632 1 25676 1 25732 1 25833 1 25875 1 25934 1 25975 1 26034 1 26074 1 26272 1 26371 1 26463 1 26465 1 26467 3 26558 3 26565 1 26655 1 26750 2 26840 1 26846 3,small116.jpg_1
small116.jpg,2,6163 3 6262 5 6359 8 16163 3 16262 5 16359 8 26163 3 26262 5 26359 8,small116.jpg_2
small117.jpg,1,3369 3 3441 3 3445 4 3465 4 3472 2 3540 1 3551 2 3562 2 3574 1 3639 1 3658 1 3675 1 3737 1 3776 1 3877 1 3935 1 3977 1 4035 1 4134 1 4233 2 4333 1 4378 1 4432 1 4478 1 4531 2 4578 1 4630 2 4678 1 4730 1 4778 1 4878 1 4929 1 4978 1 5029 1 5078 1 5129 1 5178 1 5229 1 5278 1 5329 1 5429 1 5477 1 5530 1 5577 1 5630 1 5676 1 5731 1 5832 1 5875 1 5975 1 6033 1 6074 1 6134 1 6173 2 6234 1 6271 3 6368 3 6459 8 6555 1 6653 1 6739 1 6747 3 13369 3 13441 3 13445 4 13465 4 13472 2 13540 1 13551 2 13562 2 13574 1 13639 1 13658 1 13675 1 13737 1 13776 1 13877 1 13935 1 13977 1 14035 1 14134 1 14233 2 14333 1 14378 1 14432 1 14478 1 14531 2 14578 1 14630 2 14678 1 14730 1 14778 1 14878 1 14929 1 14978 1 15029 1 15078 1 15129 1 15178 1 15229 1 15278 1 15329 1 15429 1 15477 1 15530 1 15577 1 15630 1 15676 1 15731 1 15832 1 15875 1 15975 1 16033 1 16074 1 16134 1 16173 2 16234 1 16271 3 16368 3 16459 8 16555 1 16653 1 16739 1 16747 3 23369 3 23441 3 23445 4 23465 4 23472 2 23540 1 23551 2 23562 2 23574 1 23639 1 23658 1 23675 1 23737 1 23776 1 23877 1 23935 1 23977 1 24035 1 24134 1 24233 2 24333 1 24378 1 24432 1 24478 1 24531 2 24578 1 24630 2 24678 1 24730 1 24778 1 24878 1 24929 1 24978 1 25029 1 25078 1 25129 1 25178 1 25229 1 25278 1 25329 1 25429 1 25477 1 25530 1 25577 1 25630 1 25676 1 25731 1 25832 1 25875 1 25975 1 26033 1 26074 1 26134 1 26173 2 26234 1 26271 3 26368 3 26459 8 26555 1 26653 1 26739 1 26747 3,small117.jpg_1
small117.jpg,2,6162 4 6260 8 6363 5 16162 4 16260 8 16363 5 26162 4 26260 8 26363 5,small117.jpg_2
small118.jpg,1,3370 1 3465 3 3472 1 3542 1 3546 6 3561 3 3574 1 3640 1 3653 7 3739 1 3837 1 3936 1 3977 1 4035 1 4077 1 4134 1 4178 1 4234 1 4278 1 4333 1 4378 1 4432 1 4478 1 4531 1 4578 1 4630 1 4678 1 4778 1 4829 1 4878 1 4929 1 4978 1 5028 1 5078 1 5128 1 5228 1 5277 1 5328 1 5377 1 5429 1 5476 1 5529 1 5576 1 5676 1 5730 1 5775 1 5831 1 5875 1 5932 1 6074 1 6173 1 6271 2 6336 1 6369 2 6455 3 6461 1 6554 1 6651 1 6744 2 13370 1 13465 3 13472 1 13542 1 13546 6 13561 3 13574 1 13640 1 13653 7 13739 1 13837 1 13936 1 13977 1 14035 1 14077 1 14134 1 14178 1 14234 1 14278 1 14333 1 14378 1 14432 1 14478 1 14531 1 14578 1 14630 1 14678 1 14778 1 14829 1 14878 1 14929 1 14978 1 15028 1 15078 1 15128 1 15228 1 15277 1 15328 1 15377 1 15429 1 15476 1 15529 1 15576 1 15676 1 15730 1 15775 1 15831 1 15875 1 15932 1 16074 1 16173 1 16271 2 16336 1 16369 2 16455 3 16461 1 16554 1 16651 1 16744 2 23370 1 23465 3 23472 1 23542 1 23546 6 23561 3 23574 1 23640 1 23653 7 23739 1 23837 1 23936 1 23977 1 24035 1 24077 1 24134 1 24178 1 24234 1 24278 1 24333 1 24378 1 24432 1 24478 1 24531 1 24578 1 24630 1 24678 1 24778 1 24829 1 24878 1 24929 1 24978 1 25028 1 25078 1 25128 1 25228 1 25277 1 25328 1 25377 1 25429 1 25476 1 25529 1 25576 1 25676 1 25730 1 25775 1 25831 1 25875 1 25932 1 26074 1 26173 1 26271 2 26336 1 26369 2 26455 3 26461 1 26554 1 26651 1 26744 2,small118.jpg_1
small118.jpg,2,6065 1 6162 5 6262 6 6363 6 16065 1 16162 5 16262 6 16363 6 26065 1 26162 5 26262 6 26363 6,small118.jpg_2
